"ID","Dissolved.oxygen.Mean","Light.bottom.Mean","Nitrate.Mean","Phosphate.Mean"
157,300.173889,0,2.929254,0.275582
158,300.173889,0,2.929254,0.275582
159,300.173889,0,2.929254,0.275582
160,300.173889,0,2.929254,0.275582
161,300.173889,0,2.929254,0.275582
162,300.173889,0,2.929254,0.275582
163,299.923309,0,2.910202,0.272863
164,299.878876,0,2.887177,0.270898
165,299.878876,0,2.887177,0.270898
166,299.878876,0,2.887177,0.270898
167,299.878876,0,2.887177,0.270898
168,299.878876,0,2.887177,0.270898
169,299.878876,0,2.887177,0.270898
170,299.878876,0,2.887177,0.270898
171,299.878876,0,2.887177,0.270898
172,299.878876,0,2.887177,0.270898
173,299.878876,0,2.887177,0.270898
174,299.878876,0,2.887177,0.270898
175,299.878876,0,2.887177,0.270898
176,299.878876,0,2.887177,0.270898
177,299.878876,0,2.887177,0.270898
178,299.878876,0,2.887177,0.270898
179,299.878876,0,2.887177,0.270898
180,299.878876,0,2.887177,0.270898
181,299.878876,0,2.887177,0.270898
182,299.878876,0,2.887177,0.270898
183,299.878876,0,2.887177,0.270898
184,299.878876,0,2.887177,0.270898
185,299.878876,0,2.887177,0.270898
186,299.878876,0,2.887177,0.270898
187,299.878876,0,2.887177,0.270898
188,299.878876,0,2.887177,0.270898
189,299.878876,0,2.887177,0.270898
190,299.878876,0,2.887177,0.270898
191,299.878876,0,2.887177,0.270898
192,299.878876,0,2.887177,0.270898
193,299.878876,0,2.887177,0.270898
194,299.878876,0,2.887177,0.270898
195,299.878876,0,2.887177,0.270898
196,299.878876,0,2.887177,0.270898
197,299.878876,0,2.887177,0.270898
198,299.878876,0,2.887177,0.270898
199,299.976868,0,2.974038,0.277985
200,299.976868,0,2.974038,0.277985
201,299.976868,0,2.974038,0.277985
202,299.976868,0,2.974038,0.277985
203,299.976868,0,2.974038,0.277985
204,299.976868,0,2.974038,0.277985
205,299.976868,0,2.974038,0.277985
206,299.976868,0,2.974038,0.277985
207,299.976868,0,2.974038,0.277985
208,299.976868,0,2.974038,0.277985
209,299.976868,0,2.974038,0.277985
210,299.976868,0,2.974038,0.277985
211,299.976868,0,2.974038,0.277985
212,300.016083,0,2.929385,0.275363
213,300.016083,0,2.929385,0.275363
214,300.016083,0,2.929385,0.275363
215,300.016083,0,2.929385,0.275363
216,300.016083,0,2.929385,0.275363
217,300.100067,0,2.974412,0.27876
218,300.100067,0,2.974412,0.27876
219,300.100067,0,2.974412,0.27876
220,300.100067,0,2.974412,0.27876
221,300.100067,0,2.974412,0.27876
222,300.100067,0,2.974412,0.27876
223,300.100067,0,2.974412,0.27876
224,300.100067,0,2.974412,0.27876
225,300.100067,0,2.974412,0.27876
226,300.100067,0,2.974412,0.27876
227,300.100067,0,2.974412,0.27876
228,300.100067,0,2.974412,0.27876
229,300.100067,0,2.974412,0.27876
230,300.100067,0,2.974412,0.27876
231,300.100067,0,2.974412,0.27876
232,300.100067,0,2.974412,0.27876
233,300.100067,0,2.974412,0.27876
234,300.100067,0,2.974412,0.27876
235,300.100067,0,2.974412,0.27876
236,300.100067,0,2.974412,0.27876
237,300.100067,0,2.974412,0.27876
238,300.100067,0,2.974412,0.27876
239,300.100067,0,2.974412,0.27876
240,300.100067,0,2.974412,0.27876
241,300.100067,0,2.974412,0.27876
242,300.100067,0,2.974412,0.27876
243,300.100067,0,2.974412,0.27876
244,300.100067,0,2.974412,0.27876
245,300.100067,0,2.974412,0.27876
246,300.100067,0,2.974412,0.27876
247,300.100067,0,2.974412,0.27876
248,300.100067,0,2.974412,0.27876
249,300.09668,0.00229,3.016534,0.282305
250,300.09668,0.00229,3.016534,0.282305
251,300.09668,0.00229,3.016534,0.282305
252,300.09668,0.00229,3.016534,0.282305
253,300.09668,0.00229,3.016534,0.282305
254,300.09668,0.00229,3.016534,0.282305
255,300.09668,0.00229,3.016534,0.282305
256,300.111084,0.000141,3.01355,0.282097
257,300.111084,0.000141,3.01355,0.282097
258,300.111084,0.000141,3.01355,0.282097
259,300.111084,0.000141,3.01355,0.282097
260,300.111084,0.000141,3.01355,0.282097
261,300.111084,0.000141,3.01355,0.282097
262,300.111084,0.000141,3.01355,0.282097
263,300.111084,0.000141,3.01355,0.282097
264,300.111084,0.000141,3.01355,0.282097
265,300.111084,0.000141,3.01355,0.282097
266,300.111084,0.000141,3.01355,0.282097
267,300.111084,0.000141,3.01355,0.282097
268,300.111084,0.000141,3.01355,0.282097
269,300.111084,0.000141,3.01355,0.282097
270,300.111084,0.000141,3.01355,0.282097
271,300.111084,0.000141,3.01355,0.282097
272,300.111084,0.000141,3.01355,0.282097
273,300.111084,0.000141,3.01355,0.282097
274,300.111084,0.000141,3.01355,0.282097
275,300.111084,0.000141,3.01355,0.282097
276,300.111084,0.000141,3.01355,0.282097
277,300.111084,0.000141,3.01355,0.282097
278,300.111084,0.000141,3.01355,0.282097
279,300.111084,0.000141,3.01355,0.282097
280,300.111084,0.000141,3.01355,0.282097
281,300.111084,0.000141,3.01355,0.282097
282,300.111084,0.000141,3.01355,0.282097
283,300.111084,0.000141,3.01355,0.282097
284,300.111084,0.000141,3.01355,0.282097
285,300.246063,0,2.97998,0.279838
286,300.246063,0,2.97998,0.279838
287,300.246063,0,2.97998,0.279838
288,300.246063,0,2.97998,0.279838
289,300.246063,0,2.97998,0.279838
290,300.246063,0,2.97998,0.279838
291,302.42276,0.131819,3.190328,0.296956
292,302.42276,0.131819,3.190328,0.296956
293,302.42276,0.131819,3.190328,0.296956
294,302.42276,0.131819,3.190328,0.296956
295,302.42276,0.131819,3.190328,0.296956
296,302.42276,0.131819,3.190328,0.296956
297,302.42276,0.131819,3.190328,0.296956
298,302.42276,0.131819,3.190328,0.296956
299,302.42276,0.131819,3.190328,0.296956
300,302.42276,0.131819,3.190328,0.296956
301,302.42276,0.131819,3.190328,0.296956
302,302.42276,0.131819,3.190328,0.296956
303,302.42276,0.131819,3.190328,0.296956
304,299.996857,0.275317,3.092395,0.287836
305,299.996857,0.275317,3.092395,0.287836
306,299.996857,0.275317,3.092395,0.287836
307,299.996857,0.275317,3.092395,0.287836
308,299.996857,0.275317,3.092395,0.287836
309,299.996857,0.275317,3.092395,0.287836
310,299.996857,0.275317,3.092395,0.287836
311,299.996857,0.275317,3.092395,0.287836
312,299.996857,0.275317,3.092395,0.287836
313,299.996857,0.275317,3.092395,0.287836
314,299.996857,0.275317,3.092395,0.287836
315,299.996857,0.275317,3.092395,0.287836
316,299.996857,0.275317,3.092395,0.287836
317,299.998901,4e-06,3.082098,0.287066
318,300.176544,0.02716,3.023176,0.282997
319,300.116516,0.25419,3.076545,0.286584
320,300.116516,0.25419,3.076545,0.286584
321,299.904419,1.9e-05,3.070325,0.285476
322,299.971558,2.9e-05,3.024485,0.282239
323,299.971558,2.9e-05,3.024485,0.282239
324,299.971558,2.9e-05,3.024485,0.282239
325,299.971558,2.9e-05,3.024485,0.282239
326,299.971558,2.9e-05,3.024485,0.282239
327,299.971558,2.9e-05,3.024485,0.282239
328,299.971558,2.9e-05,3.024485,0.282239
329,299.971558,2.9e-05,3.024485,0.282239
330,299.971558,2.9e-05,3.024485,0.282239
331,299.971558,2.9e-05,3.024485,0.282239
332,299.971558,2.9e-05,3.024485,0.282239
333,299.920776,0.000347,3.032767,0.282756
334,300.09668,0.00229,3.016534,0.282305
335,300.09668,0.00229,3.016534,0.282305
336,300.09668,0.00229,3.016534,0.282305
337,300.09668,0.00229,3.016534,0.282305
338,300.09668,0.00229,3.016534,0.282305
339,300.09668,0.00229,3.016534,0.282305
340,300.09668,0.00229,3.016534,0.282305
341,300.09668,0.00229,3.016534,0.282305
342,300.09668,0.00229,3.016534,0.282305
343,300.09668,0.00229,3.016534,0.282305
344,300.09668,0.00229,3.016534,0.282305
345,300.09668,0.00229,3.016534,0.282305
346,300.09668,0.00229,3.016534,0.282305
347,300.09668,0.00229,3.016534,0.282305
348,300.09668,0.00229,3.016534,0.282305
349,300.09668,0.00229,3.016534,0.282305
350,300.09668,0.00229,3.016534,0.282305
351,300.09668,0.00229,3.016534,0.282305
352,300.09668,0.00229,3.016534,0.282305
353,300.09668,0.00229,3.016534,0.282305
354,300.111084,0.000141,3.01355,0.282097
355,300.111084,0.000141,3.01355,0.282097
356,300.09668,0.00229,3.016534,0.282305
357,300.09668,0.00229,3.016534,0.282305
358,300.09668,0.00229,3.016534,0.282305
359,300.09668,0.00229,3.016534,0.282305
360,300.090515,0.234085,3.024534,0.282906
361,300.090515,0.234085,3.024534,0.282906
362,300.090515,0.234085,3.024534,0.282906
363,300.090515,0.234085,3.024534,0.282906
364,300.090515,0.234085,3.024534,0.282906
365,300.090515,0.234085,3.024534,0.282906
366,300.090515,0.234085,3.024534,0.282906
367,300.090515,0.234085,3.024534,0.282906
368,300.090515,0.234085,3.024534,0.282906
369,300.090515,0.234085,3.024534,0.282906
370,300.090515,0.234085,3.024534,0.282906
371,300.090515,0.234085,3.024534,0.282906
372,300.090515,0.234085,3.024534,0.282906
373,300.090515,0.234085,3.024534,0.282906
374,300.090515,0.234085,3.024534,0.282906
375,300.090515,0.234085,3.024534,0.282906
376,300.090515,0.234085,3.024534,0.282906
377,300.090515,0.234085,3.024534,0.282906
378,300.090515,0.234085,3.024534,0.282906
379,300.090515,0.234085,3.024534,0.282906
380,300.090515,0.234085,3.024534,0.282906
381,300.090515,0.234085,3.024534,0.282906
382,300.090515,0.234085,3.024534,0.282906
383,300.090515,0.234085,3.024534,0.282906
384,300.090515,0.234085,3.024534,0.282906
385,300.090515,0.234085,3.024534,0.282906
386,300.224335,0.021777,2.966974,0.278988
387,300.224335,0.021777,2.966974,0.278988
388,300.224335,0.021777,2.966974,0.278988
389,300.224335,0.021777,2.966974,0.278988
390,300.224335,0.021777,2.966974,0.278988
391,300.224335,0.021777,2.966974,0.278988
392,300.224335,0.021777,2.966974,0.278988
393,300.224335,0.021777,2.966974,0.278988
394,300.224335,0.021777,2.966974,0.278988
395,300.224335,0.021777,2.966974,0.278988
396,300.224335,0.021777,2.966974,0.278988
397,300.224335,0.021777,2.966974,0.278988
398,300.224335,0.021777,2.966974,0.278988
399,300.224335,0.021777,2.966974,0.278988
400,300.224335,0.021777,2.966974,0.278988
401,300.224335,0.021777,2.966974,0.278988
402,300.224335,0.021777,2.966974,0.278988
403,300.224335,0.021777,2.966974,0.278988
404,300.234711,1e-06,2.959906,0.278453
405,300.234711,1e-06,2.959906,0.278453
406,300.234711,1e-06,2.959906,0.278453
407,300.111084,0.000141,3.01355,0.282097
408,300.111084,0.000141,3.01355,0.282097
409,300.111084,0.000141,3.01355,0.282097
410,300.100067,0,2.974412,0.27876
411,300.100067,0,2.974412,0.27876
412,300.100067,0,2.974412,0.27876
413,300.100067,0,2.974412,0.27876
414,300.100067,0,2.974412,0.27876
415,300.100067,0,2.974412,0.27876
416,300.196869,1e-06,2.905477,0.273898
417,300.178833,0.001124,2.906432,0.273925
418,300.178833,0.001124,2.906432,0.273925
419,300.178833,0.001124,2.906432,0.273925
420,300.178833,0.001124,2.906432,0.273925
421,300.178833,0.001124,2.906432,0.273925
422,300.178833,0.001124,2.906432,0.273925
423,300.178833,0.001124,2.906432,0.273925
424,300.178833,0.001124,2.906432,0.273925
425,300.178833,0.001124,2.906432,0.273925
426,300.178833,0.001124,2.906432,0.273925
427,300.178833,0.001124,2.906432,0.273925
428,300.178833,0.001124,2.906432,0.273925
429,300.178833,0.001124,2.906432,0.273925
430,300.178833,0.001124,2.906432,0.273925
431,300.178833,0.001124,2.906432,0.273925
432,300.178833,0.001124,2.906432,0.273925
433,300.178833,0.001124,2.906432,0.273925
434,300.178833,0.001124,2.906432,0.273925
435,300.178833,0.001124,2.906432,0.273925
436,300.178833,0.001124,2.906432,0.273925
437,300.178833,0.001124,2.906432,0.273925
438,300.178833,0.001124,2.906432,0.273925
439,300.178833,0.001124,2.906432,0.273925
440,300.178833,0.001124,2.906432,0.273925
441,300.178833,0.001124,2.906432,0.273925
442,300.178833,0.001124,2.906432,0.273925
443,300.178833,0.001124,2.906432,0.273925
444,300.178833,0.001124,2.906432,0.273925
445,300.178833,0.001124,2.906432,0.273925
446,300.178833,0.001124,2.906432,0.273925
447,300.178833,0.001124,2.906432,0.273925
448,300.178833,0.001124,2.906432,0.273925
449,300.178833,0.001124,2.906432,0.273925
450,300.196869,1e-06,2.905477,0.273898
451,300.196869,1e-06,2.905477,0.273898
452,300.196869,1e-06,2.905477,0.273898
453,300.196869,1e-06,2.905477,0.273898
454,300.196869,1e-06,2.905477,0.273898
455,300.196869,1e-06,2.905477,0.273898
456,300.196869,1e-06,2.905477,0.273898
457,300.196869,1e-06,2.905477,0.273898
458,300.196869,1e-06,2.905477,0.273898
459,300.196869,1e-06,2.905477,0.273898
460,300.196869,1e-06,2.905477,0.273898
461,300.196869,1e-06,2.905477,0.273898
462,300.196869,1e-06,2.905477,0.273898
463,300.196869,1e-06,2.905477,0.273898
464,300.196869,1e-06,2.905477,0.273898
465,300.196869,1e-06,2.905477,0.273898
466,300.196869,1e-06,2.905477,0.273898
467,300.196869,1e-06,2.905477,0.273898
468,300.196869,1e-06,2.905477,0.273898
469,300.196869,1e-06,2.905477,0.273898
470,300.196869,1e-06,2.905477,0.273898
471,300.196869,1e-06,2.905477,0.273898
472,300.196869,1e-06,2.905477,0.273898
473,300.196869,1e-06,2.905477,0.273898
474,300.196869,1e-06,2.905477,0.273898
475,300.196869,1e-06,2.905477,0.273898
476,300.196869,1e-06,2.905477,0.273898
477,300.196869,1e-06,2.905477,0.273898
478,300.196869,1e-06,2.905477,0.273898
479,300.196869,1e-06,2.905477,0.273898
480,300.196869,1e-06,2.905477,0.273898
481,300.287994,0,2.965307,0.278889
482,300.287994,0,2.965307,0.278889
483,300.287994,0,2.965307,0.278889
484,300.287994,0,2.965307,0.278889
485,300.287994,0,2.965307,0.278889
486,300.287994,0,2.965307,0.278889
487,300.287994,0,2.965307,0.278889
488,300.287994,0,2.965307,0.278889
489,300.287994,0,2.965307,0.278889
490,300.287994,0,2.965307,0.278889
491,300.287994,0,2.965307,0.278889
492,300.287994,0,2.965307,0.278889
493,300.287994,0,2.965307,0.278889
494,300.287994,0,2.965307,0.278889
495,300.287994,0,2.965307,0.278889
496,300.287994,0,2.965307,0.278889
497,300.287994,0,2.965307,0.278889
498,300.287994,0,2.965307,0.278889
499,302.42276,0.131819,3.190328,0.296956
500,302.42276,0.131819,3.190328,0.296956
501,302.42276,0.131819,3.190328,0.296956
502,302.42276,0.131819,3.190328,0.296956
503,302.42276,0.131819,3.190328,0.296956
504,302.42276,0.131819,3.190328,0.296956
505,302.003357,0.069008,3.117226,0.291143
506,302.42276,0.131819,3.190328,0.296956
507,302.42276,0.131819,3.190328,0.296956
508,302.42276,0.131819,3.190328,0.296956
509,302.42276,0.131819,3.190328,0.296956
510,302.42276,0.131819,3.190328,0.296956
511,302.42276,0.131819,3.190328,0.296956
512,302.42276,0.131819,3.190328,0.296956
513,302.42276,0.131819,3.190328,0.296956
514,302.42276,0.131819,3.190328,0.296956
515,302.42276,0.131819,3.190328,0.296956
516,302.42276,0.131819,3.190328,0.296956
517,302.42276,0.131819,3.190328,0.296956
518,302.42276,0.131819,3.190328,0.296956
519,299.996857,0.275317,3.092395,0.287836
520,299.996857,0.275317,3.092395,0.287836
521,300.176544,0.02716,3.023176,0.282997
522,302.003357,0.069008,3.117226,0.291143
523,302.003357,0.069008,3.117226,0.291143
524,299.904419,1.9e-05,3.070325,0.285476
525,302.003357,0.069008,3.117226,0.291143
526,302.42276,0.131819,3.190328,0.296956
527,299.904419,1.9e-05,3.070325,0.285476
528,299.904419,1.9e-05,3.070325,0.285476
529,299.904419,1.9e-05,3.070325,0.285476
530,302.003357,0.069008,3.117226,0.291143
531,302.003357,0.069008,3.117226,0.291143
532,302.003357,0.069008,3.117226,0.291143
533,300.234711,1e-06,2.959906,0.278453
534,288.191284,0,1.038546,0.158894
535,288.191284,0,1.038546,0.158894
536,288.251617,0,1.025761,0.1576
537,288.251617,0,1.025761,0.1576
538,288.251617,0,1.025761,0.1576
539,288.251617,0,1.025761,0.1576
540,288.251617,0,1.025761,0.1576
541,288.251617,0,1.025761,0.1576
542,288.251617,0,1.025761,0.1576
543,288.251617,0,1.025761,0.1576
544,288.251617,0,1.025761,0.1576
545,288.251617,0,1.025761,0.1576
546,288.251617,0,1.025761,0.1576
547,288.251617,0,1.025761,0.1576
548,288.251617,0,1.025761,0.1576
549,288.251617,0,1.025761,0.1576
550,288.251617,0,1.025761,0.1576
551,288.251617,0,1.025761,0.1576
552,288.251617,0,1.025761,0.1576
553,288.251617,0,1.025761,0.1576
554,288.251617,0,1.025761,0.1576
555,288.251617,0,1.025761,0.1576
556,288.191284,0,1.038546,0.158894
557,288.191284,0,1.038546,0.158894
558,288.191284,0,1.038546,0.158894
559,288.191284,0,1.038546,0.158894
560,288.191284,0,1.038546,0.158894
561,288.191284,0,1.038546,0.158894
562,288.191284,0,1.038546,0.158894
563,288.251617,0,1.025761,0.1576
564,288.251617,0,1.025761,0.1576
565,288.251617,0,1.025761,0.1576
566,288.251617,0,1.025761,0.1576
567,302.721619,0.018345,2.798088,0.269636
568,302.721619,0.018345,2.798088,0.269636
569,302.721619,0.018345,2.798088,0.269636
570,302.721619,0.018345,2.798088,0.269636
571,302.721619,0.018345,2.798088,0.269636
572,302.721619,0.018345,2.798088,0.269636
573,302.721619,0.018345,2.798088,0.269636
574,300.489288,0.050124,2.945788,0.278609
575,300.534943,0.550004,2.947469,0.27881
576,300.534943,0.550004,2.947469,0.27881
577,300.534943,0.550004,2.947469,0.27881
578,300.534943,0.550004,2.947469,0.27881
579,300.534943,0.550004,2.947469,0.27881
580,300.534943,0.550004,2.947469,0.27881
581,300.534943,0.550004,2.947469,0.27881
582,300.534943,0.550004,2.947469,0.27881
583,300.534943,0.550004,2.947469,0.27881
584,300.534943,0.550004,2.947469,0.27881
585,301.708954,0.018138,2.890903,0.275509
586,301.708954,0.018138,2.890903,0.275509
587,301.708954,0.018138,2.890903,0.275509
588,301.708954,0.018138,2.890903,0.275509
589,301.708954,0.018138,2.890903,0.275509
590,301.708954,0.018138,2.890903,0.275509
591,301.708954,0.018138,2.890903,0.275509
592,301.708954,0.018138,2.890903,0.275509
593,301.708954,0.018138,2.890903,0.275509
594,301.708954,0.018138,2.890903,0.275509
595,301.708954,0.018138,2.890903,0.275509
596,301.708954,0.018138,2.890903,0.275509
597,301.708954,0.018138,2.890903,0.275509
598,301.708954,0.018138,2.890903,0.275509
599,301.708954,0.018138,2.890903,0.275509
600,300.534943,0.550004,2.947469,0.27881
601,301.708954,0.018138,2.890903,0.275509
602,301.708954,0.018138,2.890903,0.275509
603,301.708954,0.018138,2.890903,0.275509
604,301.708954,0.018138,2.890903,0.275509
605,301.708954,0.018138,2.890903,0.275509
606,300.534943,0.550004,2.947469,0.27881
607,301.708954,0.018138,2.890903,0.275509
608,301.708954,0.018138,2.890903,0.275509
609,301.708954,0.018138,2.890903,0.275509
610,300.534943,0.550004,2.947469,0.27881
611,300.534943,0.550004,2.947469,0.27881
612,300.534943,0.550004,2.947469,0.27881
613,300.534943,0.550004,2.947469,0.27881
614,301.708954,0.018138,2.890903,0.275509
615,301.708954,0.018138,2.890903,0.275509
616,301.708954,0.018138,2.890903,0.275509
617,300.534943,0.550004,2.947469,0.27881
618,300.534943,0.550004,2.947469,0.27881
619,301.708954,0.018138,2.890903,0.275509
620,300.534943,0.550004,2.947469,0.27881
621,300.534943,0.550004,2.947469,0.27881
622,300.534943,0.550004,2.947469,0.27881
623,300.534943,0.550004,2.947469,0.27881
624,301.708954,0.018138,2.890903,0.275509
625,300.534943,0.550004,2.947469,0.27881
626,300.534943,0.550004,2.947469,0.27881
627,300.534943,0.550004,2.947469,0.27881
628,300.534943,0.550004,2.947469,0.27881
629,300.534943,0.550004,2.947469,0.27881
630,300.534943,0.550004,2.947469,0.27881
631,301.708954,0.018138,2.890903,0.275509
632,301.708954,0.018138,2.890903,0.275509
633,300.534943,0.550004,2.947469,0.27881
634,300.534943,0.550004,2.947469,0.27881
635,301.708954,0.018138,2.890903,0.275509
636,301.708954,0.018138,2.890903,0.275509
637,302.931061,0.001963,2.816739,0.270658
638,302.610718,0.094954,3.040591,0.286183
639,302.931061,0.001963,2.816739,0.270658
640,302.931061,0.001963,2.816739,0.270658
641,302.931061,0.001963,2.816739,0.270658
642,302.610718,0.094954,3.040591,0.286183
643,302.610718,0.094954,3.040591,0.286183
644,302.610718,0.094954,3.040591,0.286183
645,302.610718,0.094954,3.040591,0.286183
646,302.610718,0.094954,3.040591,0.286183
647,302.610718,0.094954,3.040591,0.286183
648,302.931061,0.001963,2.816739,0.270658
649,302.610718,0.094954,3.040591,0.286183
650,302.610718,0.094954,3.040591,0.286183
651,302.610718,0.094954,3.040591,0.286183
652,302.931061,0.001963,2.816739,0.270658
653,302.610718,0.094954,3.040591,0.286183
654,302.931061,0.001963,2.816739,0.270658
655,302.931061,0.001963,2.816739,0.270658
656,302.931061,0.001963,2.816739,0.270658
657,302.931061,0.001963,2.816739,0.270658
658,302.610718,0.094954,3.040591,0.286183
659,302.610718,0.094954,3.040591,0.286183
660,302.610718,0.094954,3.040591,0.286183
661,302.931061,0.001963,2.816739,0.270658
662,302.931061,0.001963,2.816739,0.270658
663,302.931061,0.001963,2.816739,0.270658
664,302.931061,0.001963,2.816739,0.270658
665,302.610718,0.094954,3.040591,0.286183
666,302.931061,0.001963,2.816739,0.270658
667,302.610718,0.094954,3.040591,0.286183
668,302.931061,0.001963,2.816739,0.270658
669,302.931061,0.001963,2.816739,0.270658
670,302.610718,0.094954,3.040591,0.286183
